human_readable_date,value
2019-04-18 00:03:06-04:00,33
2019-04-18 00:02:14-04:00,32
2019-04-18 00:01:22-04:00,31
2019-04-18 00:00:30-04:00,31
2019-04-17 23:59:38-04:00,30
2019-04-17 23:58:45-04:00,29
2019-04-17 23:57:53-04:00,29
2019-04-17 23:57:01-04:00,28
2019-04-17 23:56:09-04:00,27
2019-04-17 23:55:16-04:00,25
2019-04-17 23:54:24-04:00,25
2019-04-17 23:53:32-04:00,25
2019-04-17 23:52:40-04:00,25
2019-04-17 23:51:48-04:00,25
2019-04-17 23:50:55-04:00,25
2019-04-17 23:50:03-04:00,25
2019-04-17 23:49:10-04:00,25
2019-04-17 23:48:18-04:00,25
2019-04-17 23:47:26-04:00,25
2019-04-17 23:46:34-04:00,25
2019-04-17 23:45:42-04:00,25
2019-04-17 23:44:50-04:00,25
2019-04-17 23:43:58-04:00,25
2019-04-17 23:43:06-04:00,25
2019-04-17 23:42:13-04:00,25
2019-04-17 23:41:21-04:00,25
2019-04-17 23:40:29-04:00,25
2019-04-17 23:39:37-04:00,25
2019-04-17 23:38:45-04:00,25
2019-04-17 23:37:52-04:00,25
2019-04-17 23:37:00-04:00,25
2019-04-17 23:36:08-04:00,25
2019-04-17 23:35:15-04:00,25
2019-04-17 23:34:23-04:00,25
2019-04-17 23:33:30-04:00,25
2019-04-17 23:32:37-04:00,25
2019-04-17 23:31:45-04:00,25
2019-04-17 23:30:53-04:00,25
2019-04-17 23:30:01-04:00,25
2019-04-17 23:29:09-04:00,25
2019-04-17 23:28:17-04:00,25
2019-04-17 23:27:25-04:00,25
2019-04-17 23:26:33-04:00,25
2019-04-17 23:25:41-04:00,25
2019-04-17 23:24:49-04:00,25
2019-04-17 23:23:57-04:00,25
2019-04-17 23:23:05-04:00,25
2019-04-17 23:22:12-04:00,25
2019-04-17 23:21:19-04:00,25
2019-04-17 23:20:27-04:00,25
2019-04-17 23:19:35-04:00,25
2019-04-17 23:18:38-04:00,25
2019-04-17 23:17:46-04:00,25
2019-04-17 23:16:54-04:00,25
2019-04-17 23:16:02-04:00,25
2019-04-17 23:15:09-04:00,25
2019-04-17 23:14:15-04:00,25
2019-04-17 23:13:23-04:00,25
2019-04-17 23:12:31-04:00,25
2019-04-17 23:11:39-04:00,26
2019-04-17 23:10:47-04:00,25
2019-04-17 23:09:55-04:00,25
2019-04-17 23:09:03-04:00,25
2019-04-17 23:08:11-04:00,26
2019-04-17 23:07:19-04:00,25
2019-04-17 23:06:27-04:00,26
2019-04-17 23:05:35-04:00,26
2019-04-17 23:04:43-04:00,26
2019-04-17 23:03:51-04:00,26
2019-04-17 23:02:59-04:00,26
2019-04-17 23:02:07-04:00,26
2019-04-17 23:01:14-04:00,26
2019-04-17 23:00:22-04:00,26
2019-04-17 22:59:30-04:00,26
2019-04-17 22:58:39-04:00,26
2019-04-17 22:57:47-04:00,26
2019-04-17 22:56:54-04:00,26
2019-04-17 22:56:02-04:00,26
2019-04-17 22:55:10-04:00,26
2019-04-17 22:54:18-04:00,26
2019-04-17 22:53:26-04:00,27
2019-04-17 22:52:34-04:00,28
2019-04-17 22:50:16-04:00,38
2019-04-17 22:47:58-04:00,38
2019-04-17 22:45:39-04:00,37
2019-04-17 22:44:04-04:00,36
2019-04-17 22:42:28-04:00,36
2019-04-17 22:41:36-04:00,35
2019-04-17 22:40:43-04:00,35
2019-04-17 22:39:50-04:00,34
2019-04-17 22:38:57-04:00,33
2019-04-17 22:38:05-04:00,32
2019-04-17 22:37:12-04:00,31
2019-04-17 22:36:21-04:00,31
2019-04-17 22:35:29-04:00,30
2019-04-17 22:34:37-04:00,29
2019-04-17 22:33:45-04:00,28
2019-04-17 22:32:53-04:00,27
2019-04-17 22:32:01-04:00,27
2019-04-17 22:31:08-04:00,27
2019-04-17 22:30:14-04:00,27
2019-04-17 22:29:22-04:00,27
2019-04-17 22:28:29-04:00,28
2019-04-17 22:27:37-04:00,28
2019-04-17 22:26:46-04:00,28
2019-04-17 22:25:54-04:00,28
2019-04-17 22:25:01-04:00,28
2019-04-17 22:24:10-04:00,28
2019-04-17 22:23:18-04:00,27
2019-04-17 22:22:26-04:00,27
2019-04-17 22:21:33-04:00,27
2019-04-17 22:20:42-04:00,27
2019-04-17 22:19:50-04:00,27
2019-04-17 22:18:57-04:00,27
2019-04-17 22:18:05-04:00,27
2019-04-17 22:17:13-04:00,27
2019-04-17 22:16:20-04:00,27
2019-04-17 22:15:28-04:00,27
2019-04-17 22:14:36-04:00,27
2019-04-17 22:13:44-04:00,27
2019-04-17 22:12:52-04:00,27
2019-04-17 22:12:00-04:00,27
2019-04-17 22:11:08-04:00,27
2019-04-17 22:10:16-04:00,27
2019-04-17 22:09:24-04:00,27
2019-04-17 22:08:32-04:00,28
2019-04-17 22:07:41-04:00,27
2019-04-17 22:06:49-04:00,27
2019-04-17 22:05:57-04:00,27
2019-04-17 22:05:05-04:00,28
2019-04-17 22:04:12-04:00,30
2019-04-17 22:02:38-04:00,35
2019-04-17 22:00:20-04:00,37
2019-04-17 21:58:01-04:00,37
2019-04-17 21:56:50-04:00,36
2019-04-17 21:55:10-04:00,36
2019-04-17 21:53:36-04:00,35
2019-04-17 21:52:03-04:00,35
2019-04-17 21:50:29-04:00,33
2019-04-17 21:49:37-04:00,33
2019-04-17 21:48:45-04:00,33
2019-04-17 21:47:53-04:00,32
2019-04-17 21:47:01-04:00,32
2019-04-17 21:46:09-04:00,31
2019-04-17 21:45:17-04:00,30
2019-04-17 21:44:25-04:00,29
2019-04-17 21:43:33-04:00,29
2019-04-17 21:42:42-04:00,28
2019-04-17 21:41:50-04:00,27
2019-04-17 21:40:58-04:00,27
2019-04-17 21:32:06-04:00,27
2019-04-17 21:26:32-04:00,27
2019-04-17 21:11:03-04:00,27
